136.37,-0.9006299999999999,3.4571,1.0847,5.7758,6.0925,2.2766,1.2177,136.37.1,-0.9006299999999999.1,3.4571.1,1.0847.1,5.7758.1,6.0925.1,2.2766.1,1.2177.1,136.37.2,-0.9006299999999999.2,3.4571.2,1.0847.2,5.7758.2,6.0925.2,2.2766.2,1.2177.2,136.37.3,-0.9006299999999999.3,3.4571.3,1.0847.3,5.7758.3,6.0925.3,2.2766.3,1.2177.3, 
115.46014,1.5894032,-7.4642179666666655,10.375146333333332,1.834041,2.076850333333333,2.399753666666667,0.923652,-0.1454058307330662,-0.6367770427042507,0.4648803806121562,-0.0694178012505665,-0.0385674751609771,-0.0443358922298003,-0.5786255820348676,1.2729545480459097,-0.3847672543766078,0.3180481139698092,-0.7394103784137194,-1.2950165534193498,-1.6146622318942945,-1.602042813766672,-0.9944736523969951,4.3796163509232375,179.50355029180344,2.2919876603802964,26.41172491547221,38.26722132699102,4.200513234347134,4.2605912659416125,0.0946440779527557,0.0740983218456021,moderate
142.543122,1.6387229000000003,-4.628683533333333,10.2484203,2.0389586666666664,2.282628666666667,2.281036,-1.1577506666666664,0.1256083554509825,-0.4950658251245685,-0.1275015092051321,-0.0887431706067506,0.0439524922681584,0.0511448702865058,1.0816497499616278,0.9587972749767112,-0.1277240721378949,0.076793480607781,-1.0680756381042826,-1.1399043077648985,-1.401599166789415,-1.4038682176696784,-0.6982421119348547,-0.8517536608351266,185.63571997533532,2.374089365815629,28.637576686350684,34.78235352268941,4.567176997509529,4.64763896444107,0.2028269964088626,1.340031544417145,moderate
168.57311333333334,1.1472371666666668,-2.94246732,9.051442133333332,1.8835286666666664,2.122437,2.086469666666667,-1.5586233333333332,-0.1273721370735713,-0.4924703963517411,-0.0114639611071961,0.0141914243386319,0.0887617045206457,0.1046872748223134,0.8298367012171654,0.3791982101048461,0.2245602143141942,0.1976804283155888,-0.4649682838761801,-0.6218184207867825,-1.1710517905384057,-1.173498856527072,-1.079777951239856,-1.4641914772877966,182.6975901192592,2.247178475646219,24.32119952849071,29.004200086013327,4.704080820471731,4.787347851399423,0.0951414914282557,0.1167856429971442,moderate
204.0770093333333,0.5738335333333333,-5.603062576666666,2.158372166666666,1.894315,2.134161,2.1591826666666667,-1.7266363333333334,-0.0412100655774504,-0.7722309066511904,0.2320830400199444,-0.1336520360266077,0.0718674931947226,0.0872503948294167,0.0305296310782795,-0.4851921241002094,-0.0932870051729244,1.2740062317844294,-1.1636821285025158,-0.7385396896434249,-0.9307280488618596,-0.9458367617906496,-1.8419418751055083,-1.195219710542717,188.9572365899785,2.1040602309469083,15.850650046935783,25.435776694865044,4.953335245143174,5.053399033702473,0.0769201068795632,0.0819778229650099,moderate
204.45962,1.4796125666666669,-10.526078866666667,2.1031725666666663,1.870960666666667,2.1865823333333334,2.188749,-1.7720843333333332,0.0265233189530406,-0.6537321712749561,0.8193674446908285,-0.1493369652065278,0.0845550317544729,0.0990828848475606,-0.6168388725780473,-0.0344310926989441,0.1635603466396462,0.3070305285729362,-0.816213915417729,-1.4103950703336932,-0.7807308348773976,-0.8065491623182175,-1.4054184939414518,-1.0507573752856063,183.2439399695828,2.1642240323739044,17.958241395410116,33.50691030630532,5.035059618248555,5.146362196300046,0.1088678762565064,0.1804736493644949,moderate
164.93639733333333,1.700053066666667,-5.813105123333333,11.354415466666667,1.877274,2.174304333333333,2.124077666666667,-0.7529383333333334,0.0512090466870811,-0.4200393893628694,0.0178276884887436,-0.1994689880048051,0.0256711655639311,0.0355170113539674,-0.628583070294745,-1.4813571038505526,0.1398392977105254,0.3591404436012304,-0.9158595680608572,-0.906865072368273,-0.5797529119197122,-0.6240728821094521,-1.599053876145515,0.8104353512337399,195.63416012286004,2.2033086841833858,27.68044551395492,34.3040889110429,4.68415494030031,4.798994853406767,0.0873791637754439,0.5173133664368271,moderate
240.92110266666663,0.7007790333333335,-4.048719343333333,4.910879566666668,1.9107193333333328,2.1853743333333333,1.899011333333333,-0.2881913333333334,-0.2412609123720346,-0.5009348973664969,0.1016900520665119,-0.0710098315434701,0.0127262872506242,0.0107877781891554,-0.3664364952178587,1.0328347555159525,-0.1363414308351402,0.3334121229105524,-1.13128732532876,-0.2918525593431154,-0.4930320897122939,-0.5474628435932059,-1.085125180043472,-0.8853050370215363,194.01049474975903,2.1164386871546776,16.76828251530274,23.543385655822973,4.216984898130784,4.322117623729414,0.0947006510851009,0.8675488971934826,moderate
231.54241266666668,0.7303713666666667,-4.637758313333333,0.1655583000000001,1.8086576666666667,2.069625333333333,1.899135333333333,1.6212973333333334,0.0301491061856548,-0.430091727084211,0.1080584425510488,-0.0009617016718216,-0.1250584408212489,-0.1428514259387445,-0.8083363852991867,0.1011269089081533,-0.0019134122611537,0.1098865828159634,-1.06891938244936,-0.3698443876590578,-0.3461908786693852,-0.4181284707965935,-1.1562537625873823,-1.721011712660483,180.58217040500995,1.991996432889363,16.056219548385705,24.41092199398213,3.578767637869321,3.6708187207251615,0.0124770994864273,0.1023379933153286,moderate
229.29363333333333,1.1232202666666669,-7.0176476700000014,2.132515133333333,1.878026333333333,2.1313906666666664,1.760569,1.5763453333333333,-0.000789207838637,-0.2903162047448654,0.3530334596979755,-0.1660441788913969,-0.3325441634418595,-0.3779268083933134,-0.1813108996488747,-0.5268318518344292,-0.137976585037288,-0.0492753909191683,-0.997023749168199,-0.7004796752437028,-0.0721655930774773,-0.1173886053325685,-0.7779780445060012,-1.1524035138610296,182.7384870568604,2.1311503642590623,16.294830434047093,27.01959257400084,3.000863701724497,3.0784647448031963,0.0813106163225679,0.067269689424533,moderate
199.1966493333333,1.4328666333333335,-10.359814133333332,-3.129650333333333,1.9482913333333332,2.2160866666666665,1.7493246666666664,1.59071,-0.2695544718321488,-0.5058188635825538,0.738007887527002,0.0831939174338122,-0.4909670920278706,-0.5877055047938844,-0.3307193239709002,1.1921359221307488,-0.0914798798783271,0.3293075143786521,-0.6836840861022555,-1.3515084740791308,-0.3793911640477438,-0.3350827629900084,-1.4425350876443,-0.4537551334242136,180.7735623297272,2.0065582727781703,21.71180871172723,35.34643414403407,2.8465929322962364,2.8987501257601016,0.0943862564655867,0.1563636259227372,moderate
